Time,Symbol,Side,Entry,Exit,Qty,PnL,Reason
2026-03-09 10:19:33.884800,ICICIGI,SELL,1844.8,1858.6,10,-157.99999999999955,SL HIT (offline)
2026-03-09 12:05:35.452407,COALINDIA,BUY,445.25,436.2,10,-53.50000000000023,SL HIT
2026-03-09 12:05:35.456265,CIPLA,SELL,1297.9,1314.2,10,-116.99999999999818,SL HIT
2026-03-09 12:09:31.234020,OIL,SELL,476.35,464.4,10,99.00000000000034,TARGET HIT
2026-03-09 12:10:25.419763,DMART,BUY,3882.9,3900.0,10,168.1999999999971,SL HIT
2026-03-09 12:23:55.232996,AUROPHARMA,BUY,1213.8,1234.1,10,90.39999999999964,SL HIT
2026-03-09 12:26:42.423531,MARICO,SELL,772.8,778.65,10,-78.00000000000068,SL HIT
2026-03-09 12:27:26.241610,MAXHEALTH,SELL,1029.8,1037.5,10,-97.00000000000045,SL HIT
2026-03-09 12:27:40.241477,KFINTECH,SELL,904.7,911.5,10,-87.99999999999955,SL HIT
2026-03-09 12:51:56.196421,SUNPHARMA,SELL,1781.5,1795.0,10,-154.0000000000009,SL HIT
2026-03-09 12:57:26.166766,ALKEM,SELL,5436.5,5477.5,10,-430.0,SL HIT
2026-03-09 13:04:54.263013,CAMS,SELL,642.5,647.9,10,-67.99999999999955,SL HIT
2026-03-09 13:33:20.740340,MCX,BUY,2537.3,2575.8,10,171.79999999999836,SL HIT
2026-03-09 13:43:33.735606,MAXHEALTH,BUY,1037.8,1045.6,10,-20.399999999999636,SL HIT
2026-03-09 13:43:51.004098,SRF,SELL,2556.5,2555.6,10,-5.199999999999818,SL HIT
2026-03-09 14:45:10.545188,DMART,BUY,3911.0,3940.9,10,-16.599999999998545,SL HIT
2026-03-09 14:48:19.231184,INFY,SELL,1301.8,1312.1,10,-117.99999999999955,SL HIT
2026-03-09 14:48:20.044655,OFSS,SELL,6683.0,6683.0,10,-12.399999999997817,SL HIT
2026-03-09 14:50:27.263825,UNITDSPR,SELL,1356.8,1356.6,10,-12.999999999999545,SL HIT
2026-03-09 14:51:49.333048,TORNTPHARM,BUY,4305.0,4370.0,10,302.29999999999563,SL HIT
