Time,Symbol,Side,Entry,Exit,Qty,PnL,Reason
2026-03-19 10:22:11.256046,OIL,SELL,466.2,469.85,10,-35.0,SL HIT
2026-03-19 10:37:50.507284,TORNTPOWER,SELL,1434.6,1445.5,10,-108.00000000000182,SL HIT
2026-03-19 10:57:20.056006,AUBANK,SELL,900.0,906.85,10,-67.5,SL HIT
2026-03-19 12:08:32.027639,DELHIVERY,SELL,411.1,414.45,10,-30.99999999999966,SL HIT
2026-03-19 12:22:24.271926,MAXHEALTH,SELL,955.5,955.8,10,1.9000000000005457,SL HIT
2026-03-19 12:49:58.061911,SRF,SELL,2478.6,2497.2,10,-185.9999999999991,SL HIT
2026-03-19 14:03:12.114558,HEROMOTOCO,SELL,5292.5,5212.0,10,795.0,TARGET HIT
2026-03-19 14:03:30.816040,BAJAJFINSV,SELL,1743.9,1717.5,10,262.00000000000045,TARGET HIT
2026-03-19 14:07:28.068970,BIOCON,SELL,373.2,367.6,10,55.99999999999966,TARGET HIT
2026-03-19 14:39:06.819360,LICHSGFIN,SELL,492.8,485.35,10,74.00000000000034,TARGET HIT
2026-03-19 14:43:17.579454,RECLTD,SELL,339.05,333.9,10,51.00000000000023,TARGET HIT
2026-03-19 14:43:37.346074,LAURUSLABS,SELL,954.8,940.5,10,142.99999999999955,TARGET HIT
2026-03-19 14:54:10.083879,CONCOR,SELL,446.5,439.75,10,66.99999999999989,TARGET HIT
2026-03-19 14:55:52.118729,TCS,SELL,2393.5,2357.1,10,359.0000000000009,TARGET HIT
2026-03-19 14:55:55.097697,HCLTECH,SELL,1335.5,1315.4,10,200.0,TARGET HIT
