symbol,side,entry,sl,target,qty,trail_level,status,strategy,entry_time,net_pnl,tsl_only,tsl_step,pyramid_base,pyramid_leg,live_sl_oid,live_tgt_oid,sl_floor,daily_pnl_snapshot,profit_lock_armed,gross_win_target_hit
TRENT__PYR1,BUY,4240.2828,4240.6,4291.0,10,0.75,CLOSED,ORB Break [PYR1],10:48,190.17,False,0.75,TRENT,1,,,,1482.64,1,0
TRENT__PYR2,BUY,4252.9656,4253.0,4291.0,10,0.75,CLOSED,ORB Break [PYR2],10:49,63.34,False,0.75,TRENT,2,,,4253.0,1482.64,1,0
TATAPOWER,BUY,434.05,434.05,440.55,10,0.75,CLOSED,ORB Break,10:50,0.0,False,0.75,,,,,434.05,1482.64,1,0
ADANIPORTS,BUY,1594.0,1594.0,1617.9,10,0.75,CLOSED,ORB Break,10:52,0.0,False,0.75,,,,,1594.0,1482.64,1,0
ASIANPAINT__PYR1,BUY,2503.488,2503.5,2533.4,10,0.75,CLOSED,ORB Break [PYR1],10:52,54.12,False,0.75,ASIANPAINT,1,,,2503.5,1482.64,1,0
PFC,BUY,468.55,468.55,475.6,10,0.75,CLOSED,ORB Break,10:52,54.5,False,0.75,,,,,,1482.64,1,0
BAJFINANCE__PYR1,BUY,915.739,915.75,926.7,10,0.75,CLOSED,ORB Break [PYR1],10:53,0.11,False,0.75,BAJFINANCE,1,,,915.75,1482.64,1,0
PFC__PYR1,BUY,469.9556,470.05,475.6,10,0.75,CLOSED,ORB Break [PYR1],10:55,40.44,False,0.75,PFC,1,,,,1482.64,1,0
TVSMOTOR,BUY,3766.7,3766.7,3823.2,10,0.75,CLOSED,ORB Break,10:57,0.0,False,0.75,,,,,3766.7,1482.64,1,0
CUMMINSIND__PYR1,BUY,5193.4337,5183.9,5255.6,10,0.75,CLOSED,ORB Break [PYR1],10:58,-95.34,False,0.75,CUMMINSIND,1,,,5183.9,1482.64,1,0
TIINDIA__PYR1,BUY,2810.1051,2811.3,2843.7,10,0.75,CLOSED,ORB Break [PYR1],11:01,335.95,False,0.75,TIINDIA,1,,,,1482.64,1,0
TIINDIA__PYR2,BUY,2818.5102,2818.7,2843.7,10,0.75,CLOSED,ORB Break [PYR2],11:02,251.9,False,0.75,TIINDIA,2,,,,1482.64,1,0
TATAPOWER__PYR1,BUY,435.3521,434.4,440.55,10,0.75,CLOSED,ORB Break [PYR1],11:03,-9.52,False,0.75,TATAPOWER,1,,,434.4,1482.64,1,0
PFC__PYR2,BUY,471.3613,471.35,475.6,10,0.75,CLOSED,ORB Break [PYR2],11:05,26.39,False,0.75,PFC,2,,,,1482.64,1,0
JSWSTEEL__PYR1,BUY,1257.4611,1258.1,1272.5,10,0.75,CLOSED,ORB Break [PYR1],11:31,150.39,False,0.75,JSWSTEEL,1,,,,1482.64,1,0
TCS,BUY,2589.3,2589.3,2628.1,10,0.75,CLOSED,ORB Break,11:31,0.0,False,0.75,,,,,2589.3,1482.64,1,0
SIEMENS,BUY,3748.8,3750.2,3805.0,10,0.75,CLOSED,ORB Break,11:33,14.0,False,0.75,,,,,,1482.64,1,0
JSWSTEEL__PYR2,BUY,1261.2222,1261.4,1272.5,10,0.75,CLOSED,ORB Break [PYR2],11:36,112.78,False,0.75,JSWSTEEL,2,,,,1482.64,1,0
BAJFINANCE__PYR2,BUY,918.478,918.35,926.7,10,0.75,CLOSED,ORB Break [PYR2],11:41,-1.28,False,0.75,BAJFINANCE,2,,,918.35,1482.64,1,0
JINDALSTEL__PYR2,BUY,1289.0884,1289.1,1300.6,10,0.75,CLOSED,ORB Break [PYR2],11:45,0.12,False,0.75,JINDALSTEL,2,,,1289.1,1482.64,1,0
SIEMENS__PYR1,BUY,3760.0464,3731.8,3805.0,10,0.0,CLOSED,ORB Break [PYR1],11:54,-98.46,False,0.75,SIEMENS,1,,,,1482.64,1,0
SIEMENS__PYR2,BUY,3771.2928,3743.0,3805.0,10,0.0,CLOSED,ORB Break [PYR2],11:56,-210.93,False,0.75,SIEMENS,2,,,,1482.64,1,0
M&M,BUY,3220.7,3214.9,3269.0,10,0.75,CLOSED,ORB Break,12:01,-58.0,False,0.75,,,,,3214.9,1482.64,1,0
APLAPOLLO__PYR1,BUY,2133.381,2133.4,2158.9,10,0.75,CLOSED,ORB Break [PYR1],12:11,0.19,False,0.75,APLAPOLLO,1,,,2133.4,1482.64,1,0
ASIANPAINT__PYR2,BUY,2510.976,2511.0,2533.4,10,0.75,CLOSED,ORB Break [PYR2],12:24,0.24,False,0.75,ASIANPAINT,2,,,2511.0,1482.64,1,0
BHARATFORG,BUY,1879.2,1878.2,1907.4,10,0.75,CLOSED,ORB Break,12:25,-10.0,False,0.75,,,,,1878.2,1482.64,1,0
APLAPOLLO__PYR2,BUY,2139.762,2139.8,2158.9,10,0.75,CLOSED,ORB Break [PYR2],12:27,0.38,False,0.75,APLAPOLLO,2,,,2139.8,1482.64,1,0
INDIGO__PYR1,BUY,4673.6791,4672.8,4729.6,10,0.75,CLOSED,ORB Break [PYR1],12:31,-8.79,False,0.75,INDIGO,1,,,4672.8,1482.64,1,0
DALBHARAT__PYR1,BUY,1998.7784,1983.8,2022.7,10,0.0,CLOSED,ORB Break [PYR1],12:37,-59.78,False,0.75,DALBHARAT,1,,,,1482.64,1,0
TVSMOTOR__PYR1,BUY,3778.0001,3749.7,3823.2,10,0.0,CLOSED,ORB Break [PYR1],12:41,-113.0,False,0.75,TVSMOTOR,1,,,,1482.64,1,0
INDIGO__PYR2,BUY,4687.6582,4652.5,4729.6,10,0.0,CLOSED,ORB Break [PYR2],12:55,-95.58,False,0.75,INDIGO,2,,,,1482.64,1,0
