Time,Symbol,Side,Entry,Exit,Qty,PnL,Reason
2026-03-27 09:20:47.278600,ZYDUSLIFE,SELL,895.05,900.0,10,-49.5,SL HIT
2026-03-27 09:21:04.761090,HINDZINC,SELL,507.45,509.95,10,-25.0,SL HIT
2026-03-27 09:21:11.727010,MAZDOCK__PYR1,SELL,2220.243,2236.9,10,-166.57,SL HIT
2026-03-27 09:21:24.546110,ADANIGREEN__PYR1,SELL,836.795,843.05,10,-62.55,SL HIT
2026-03-27 09:21:27.574679,ADANIENSOL__PYR1,SELL,963.6575,970.9,10,-72.42,SL HIT
2026-03-27 09:21:38.882494,CDSL__PYR1,SELL,1186.7365,1195.6,10,-88.63,SL HIT
2026-03-27 09:21:38.988759,AUROPHARMA,SELL,1299.0,1306.8,10,-78.0,SL HIT
2026-03-27 09:22:00.589434,APLAPOLLO,SELL,1968.8,1984.4,10,-156.0,SL HIT
2026-03-27 09:22:06.537873,MAZDOCK,SELL,2231.4,2246.2,10,-148.0,SL HIT
2026-03-27 09:22:19.046226,SIEMENS,SELL,3060.2,3060.0,10,2.0,SL HIT
2026-03-27 09:22:19.047229,SIEMENS__PYR1,SELL,3044.899,3060.0,10,-151.01,SL HIT
2026-03-27 09:22:20.266452,PIIND,SELL,2868.3,2876.0,10,-77.0,SL HIT
2026-03-27 09:22:23.600598,360ONE__PYR1,SELL,982.264,989.6,10,-73.36,SL HIT
2026-03-27 09:22:32.482396,CUMMINSIND,SELL,4664.9,4661.1,10,38.0,SL HIT
2026-03-27 09:22:32.483396,CUMMINSIND__PYR1,SELL,4641.5755,4661.1,10,-195.25,SL HIT
2026-03-27 09:24:03.558641,TIINDIA,SELL,2636.1,2661.1,10,-250.0,SL HIT
2026-03-27 09:24:28.285235,TRENT,SELL,3422.0,3454.0,10,-320.0,SL HIT
2026-03-27 09:25:59.781195,OBEROIRLTY,SELL,1467.2,1485.7,10,-185.0,SL HIT
2026-03-27 09:26:02.810462,PHOENIXLTD,SELL,1526.8,1536.9,10,-101.0,SL HIT
2026-03-27 09:26:26.800498,HDFCAMC__PYR2,SELL,2305.908,2323.2,10,-172.92,SL HIT
