symbol,side,entry,sl,target,qty,trail_level,status,strategy,entry_time,net_pnl,tsl_only,tsl_step,pyramid_base,pyramid_leg,live_sl_oid,live_tgt_oid,sl_floor,daily_pnl_snapshot,profit_lock_armed,gross_win_target_hit
WAAREEENER,SELL,3396.0,3433.3,,10,0.0,CLOSED,Open=High Breakdown SELL,09:21,-373.0,True,1.5,,,,,,3470.789999999999,1,0
ICICIPRULI,SELL,530.3,532.15,,10,1.5,CLOSED,Open=High Breakdown SELL,09:37,-18.5,True,1.5,,,,,532.15,3470.789999999999,1,0
AXISBANK,BUY,1383.0,1372.6,1403.7,10,0.0,CLOSED,ORB Break,10:15,-104.0,False,0.75,,,,,,3470.789999999999,1,0
POLICYBZR,BUY,1647.7,1660.1,1672.4,10,1.5,CLOSED,ORB Break,10:15,247.0,False,0.75,,,,,,3470.789999999999,1,0
HEROMOTOCO,SELL,5102.0,5101.0,5025.5,10,0.75,CLOSED,ORB Break SELL,10:15,765.0,False,0.75,,,,,,3470.789999999999,1,0
ASTRAL,SELL,1573.0,1573.0,1549.4,10,0.75,CLOSED,ORB Break SELL,10:15,0.0,False,0.75,,,,,1573.0,3470.789999999999,1,0
AUBANK,BUY,1051.55,1050.9,1067.3,10,0.75,CLOSED,ORB Break,10:16,-6.5,False,0.75,,,,,1050.9,3470.789999999999,1,0
TITAN,BUY,4439.4,4439.4,4506.0,10,0.75,CLOSED,ORB Break,10:16,0.0,False,0.75,,,,,4439.4,3470.789999999999,1,0
HEROMOTOCO__PYR1,SELL,5086.694,5086.5,5025.5,10,0.75,CLOSED,ORB Break SELL [PYR1],10:18,611.94,False,0.75,HEROMOTOCO,1,,,5086.5,3470.789999999999,1,0
BHARTIARTL,BUY,1835.7,1834.8,1863.2,10,0.75,CLOSED,ORB Break,10:19,-9.0,False,0.75,,,,,1834.8,3470.789999999999,1,0
ADANIENT,BUY,2259.9,2276.8,2293.8,10,1.5,CLOSED,ORB Break,10:21,339.0,False,0.75,,,,,,3470.789999999999,1,0
TITAN__PYR1,BUY,4452.7182,4446.2,4506.0,10,0.75,CLOSED,ORB Break [PYR1],10:22,-65.18,False,0.75,TITAN,1,,,4446.2,3470.789999999999,1,0
POLICYBZR__PYR1,BUY,1652.6431,1653.0,1672.4,10,0.75,CLOSED,ORB Break [PYR1],10:24,197.57,False,0.75,POLICYBZR,1,,,,3470.789999999999,1,0
ADANIGREEN,BUY,1205.0,1213.95,1223.05,10,1.5,CLOSED,ORB Break,10:28,180.5,False,0.75,,,,,,3470.789999999999,1,0
POLICYBZR__PYR2,BUY,1657.5862,1658.0,1672.4,10,0.75,CLOSED,ORB Break [PYR2],10:31,148.14,False,0.75,POLICYBZR,2,,,,3470.789999999999,1,0
BAJFINANCE,SELL,916.25,916.25,,10,1.5,CLOSED,Open=High Breakdown SELL,10:32,0.0,True,1.5,,,,,916.25,3470.789999999999,1,0
ADANIPORTS,BUY,1583.9,1595.6,1607.7,10,1.5,CLOSED,ORB Break,10:32,238.0,False,0.75,,,,,,3470.789999999999,1,0
INDUSTOWER,SELL,403.0,403.0,396.95,10,0.75,CLOSED,ORB Break SELL,10:37,0.0,False,0.75,,,,,403.0,3470.789999999999,1,0
INDUSTOWER__PYR1,SELL,401.791,402.7,396.95,10,0.75,CLOSED,ORB Break SELL [PYR1],10:39,-9.09,False,0.75,INDUSTOWER,1,,,402.7,3470.789999999999,1,0
TCS,BUY,2556.0,2554.8,2594.3,10,0.75,CLOSED,ORB Break,10:41,-12.0,False,0.75,,,,,2554.8,3470.789999999999,1,0
BAJFINANCE__PYR1,SELL,911.6688,912.05,,10,1.5,CLOSED,Open=High Breakdown SELL [PYR1],10:47,-3.81,True,1.5,BAJFINANCE,1,,,912.05,3470.789999999999,1,0
ADANIGREEN__PYR1,BUY,1208.615,1208.6,1223.1,10,0.75,CLOSED,ORB Break [PYR1],10:49,144.35,False,0.75,ADANIGREEN,1,,,1208.6,3470.789999999999,1,0
ADANIENT__PYR1,BUY,2266.6797,2266.8,2293.8,10,0.75,CLOSED,ORB Break [PYR1],10:50,271.2,False,0.75,ADANIENT,1,,,,3470.789999999999,1,0
ADANIENT__PYR2,BUY,2273.4594,2273.4,2293.8,10,0.75,CLOSED,ORB Break [PYR2],10:52,203.41,False,0.75,ADANIENT,2,,,,3470.789999999999,1,0
HINDALCO,BUY,1040.9,1038.4,1056.5,10,0.75,CLOSED,ORB Break,10:54,-25.0,False,0.75,,,,,1038.4,3470.789999999999,1,0
HEROMOTOCO__PYR2,SELL,5071.388,5071.5,5025.5,10,0.75,CLOSED,ORB Break SELL [PYR2],10:55,458.88,False,0.75,HEROMOTOCO,2,,,5071.5,3470.789999999999,1,0
FORTIS,BUY,925.0,922.95,938.85,10,0.75,CLOSED,ORB Break,10:58,-20.5,False,0.75,,,,,922.95,3470.789999999999,1,0
ADANIGREEN__PYR2,BUY,1212.23,1212.75,1223.1,10,0.75,CLOSED,ORB Break [PYR2],11:00,5.2,False,0.75,ADANIGREEN,2,,,,3470.789999999999,1,0
ADANIPORTS__PYR1,BUY,1588.6517,1588.7,1607.7,10,0.75,CLOSED,ORB Break [PYR1],11:01,190.48,False,0.75,ADANIPORTS,1,,,1588.7,3470.789999999999,1,0
ASTRAL__PYR1,SELL,1568.281,1568.3,1549.4,10,0.75,CLOSED,ORB Break SELL [PYR1],11:15,-0.19,False,0.75,ASTRAL,1,,,1568.3,3470.789999999999,1,0
HDFCBANK,SELL,790.0,790.0,778.15,10,0.75,CLOSED,ORB Break SELL,11:27,58.0,False,0.75,,,,,790.0,3470.789999999999,1,0
SUPREMEIND,SELL,3670.0,3670.0,3614.9,10,0.75,CLOSED,ORB Break SELL,11:34,0.0,False,0.75,,,,,3670.0,3470.789999999999,1,0
SUPREMEIND__PYR1,SELL,3658.99,3659.0,3614.9,10,0.75,CLOSED,ORB Break SELL [PYR1],11:35,-0.1,False,0.75,SUPREMEIND,1,,,3659.0,3470.789999999999,1,0
ADANIPORTS__PYR2,BUY,1593.4034,1593.4,1607.7,10,0.75,CLOSED,ORB Break [PYR2],11:38,142.97,False,0.75,ADANIPORTS,2,,,1593.4,3470.789999999999,1,0
HDFCBANK__PYR1,SELL,787.63,787.65,778.15,10,0.75,CLOSED,ORB Break SELL [PYR1],11:40,-0.2,False,0.75,HDFCBANK,1,,,787.65,3470.789999999999,1,0
ASTRAL__PYR2,SELL,1563.562,1575.3,1549.4,10,0.0,CLOSED,ORB Break SELL [PYR2],11:42,-94.38,False,0.75,ASTRAL,2,,,,3470.789999999999,1,0
HDFCBANK__PYR2,SELL,785.26,791.15,778.15,10,0.0,CLOSED,ORB Break SELL [PYR2],12:27,10.6,False,0.75,HDFCBANK,2,,,,3470.789999999999,1,0
