symbol,side,entry,sl,target,qty,trail_level,status,strategy,entry_time,net_pnl,tsl_only,tsl_step,pyramid_base,pyramid_leg,live_sl_oid,live_tgt_oid,sl_floor,daily_pnl_snapshot,profit_lock_armed,gross_win_target_hit
NESTLEIND__PYR2,SELL,1213.8728,1223.0,1202.9,10,0.0,CLOSED,ORB Break SELL [PYR2],12:00,5.73,False,0.75,NESTLEIND,2,,,,-1487.298999999995,0,0
UNITDSPR,SELL,1256.1,1255.9,1237.3,10,0.75,CLOSED,ORB Break SELL,12:00,83.0,False,0.75,,,,,,-1487.298999999995,0,0
KFINTECH,SELL,932.0,924.8,918.0,10,1.5,CLOSED,ORB Break SELL,12:03,140.0,False,0.75,,,,,,-1487.298999999995,0,0
KFINTECH__PYR1,SELL,929.204,929.1,918.0,10,0.75,CLOSED,ORB Break SELL [PYR1],12:34,112.04,False,0.75,KFINTECH,1,,,,-1487.298999999995,0,0
KFINTECH__PYR2,SELL,926.408,925.8,918.0,10,0.75,CLOSED,ORB Break SELL [PYR2],12:38,84.08,False,0.75,KFINTECH,2,,,,-1487.298999999995,0,0
FORTIS__PYR2,SELL,838.9857,845.3,831.4,10,0.0,CLOSED,ORB Break SELL [PYR2],13:57,-13.64,False,0.75,FORTIS,2,,,,-1487.298999999995,0,0
ICICIGI,SELL,1743.6,1756.7,1717.4,10,0.0,CLOSED,ORB Break SELL,14:05,-65.0,False,0.75,,,,,,-1487.298999999995,0,0
MAXHEALTH,SELL,941.6,948.65,927.5,10,0.0,CLOSED,ORB Break SELL,14:05,3.0,False,0.75,,,,,,-1487.298999999995,0,0
UNITDSPR__PYR1,SELL,1252.3317,1261.7,1237.3,10,0.0,CLOSED,ORB Break SELL [PYR1],14:06,45.32,False,0.75,UNITDSPR,1,,,,-1487.298999999995,0,0
HAVELLS__PYR1,SELL,1250.4374,1250.3,1235.4,10,0.75,CLOSED,ORB Break SELL [PYR1],14:11,24.37,False,0.75,HAVELLS,1,,,,-1487.298999999995,0,0
HAVELLS__PYR2,SELL,1246.6748,1256.0,1235.4,10,0.0,CLOSED,ORB Break SELL [PYR2],14:12,-13.25,False,0.75,HAVELLS,2,,,,-1487.298999999995,0,0
BRITANNIA__PYR1,SELL,5582.203,5624.0,5515.0,10,0.0,CLOSED,ORB Break SELL [PYR1],14:15,-147.97,False,0.75,BRITANNIA,1,,,,-1487.298999999995,0,0
