symbol,side,entry,sl,target,qty,trail_level,status,strategy,entry_time,net_pnl,tsl_only,tsl_step,pyramid_base,pyramid_leg,live_sl_oid,live_tgt_oid,sl_floor,daily_pnl_snapshot,profit_lock_armed,gross_win_target_hit
M&M__PYR2,BUY,3297.668,3272.9,3327.2,10,0.0,CLOSED,ORB Break [PYR2],10:43,-247.68,False,0.75,M&M,2,,,,-101.9900000000066,0,0
MARICO__PYR1,SELL,753.9314,759.6,744.85,10,0.0,CLOSED,ORB Break SELL [PYR1],10:46,-56.69,False,0.75,MARICO,1,,,,-101.9900000000066,0,0
SBIN,SELL,1075.0,1083.05,1058.9,10,0.0,CLOSED,ORB Break SELL,10:51,37.5,False,0.75,,,,,,-101.9900000000066,0,0
HAVELLS,SELL,1282.7,1272.7,1263.5,10,1.5,CLOSED,ORB Break SELL,10:52,192.0,False,0.75,,,,,,-101.9900000000066,0,0
SBIN__PYR1,SELL,1071.775,1079.8,1058.9,10,0.0,CLOSED,ORB Break SELL [PYR1],11:03,5.25,False,0.75,SBIN,1,,,,-101.9900000000066,0,0
HAVELLS__PYR1,SELL,1278.8519,1278.3,1263.5,10,0.75,CLOSED,ORB Break SELL [PYR1],11:08,153.52,False,0.75,HAVELLS,1,,,,-101.9900000000066,0,0
PREMIERENE__PYR2,BUY,1004.5916,997.05,1013.6,10,0.0,CLOSED,ORB Break [PYR2],11:25,-52.42,False,0.75,PREMIERENE,2,,,,-101.9900000000066,0,0
ZYDUSLIFE__PYR1,BUY,934.2443,927.25,945.4,10,0.0,CLOSED,ORB Break [PYR1],11:25,22.56,False,0.75,ZYDUSLIFE,1,,,,-101.9900000000066,0,0
GLENMARK,BUY,2236.0,2236.0,2269.5,10,0.75,CLOSED,ORB Break,11:28,201.0,False,0.75,,,,,,-101.9900000000066,0,0
SBIN__PYR2,SELL,1068.55,1076.55,1058.9,10,0.0,CLOSED,ORB Break SELL [PYR2],11:31,-27.0,False,0.75,SBIN,2,,,,-101.9900000000066,0,0
AUROPHARMA__PYR2,BUY,1373.5924,1363.3,1385.9,10,0.0,CLOSED,ORB Break [PYR2],11:32,0.08,False,0.75,AUROPHARMA,2,,,,-101.9900000000066,0,0
PHOENIXLTD,BUY,1781.0,1767.6,1807.7,10,0.0,CLOSED,ORB Break,11:34,11.0,False,0.75,,,,,,-101.9900000000066,0,0
WAAREEENER__PYR2,BUY,3427.3414,3401.6,3458.0,10,0.0,CLOSED,ORB Break [PYR2],11:37,-13.41,False,0.75,WAAREEENER,2,,,,-101.9900000000066,0,0
LUPIN,BUY,2349.4,2331.8,2384.6,10,0.0,CLOSED,ORB Break,11:43,-97.0,False,0.75,,,,,,-101.9900000000066,0,0
NESTLEIND,BUY,1249.2,1249.2,1267.9,10,0.75,CLOSED,ORB Break,11:43,73.0,False,0.75,,,,,,-101.9900000000066,0,0
GLENMARK__PYR1,BUY,2242.708,2242.8,2269.5,10,0.75,CLOSED,ORB Break [PYR1],11:44,133.92,False,0.75,GLENMARK,1,,,,-101.9900000000066,0,0
PHOENIXLTD__PYR1,BUY,1786.343,1772.9,1807.7,10,0.0,CLOSED,ORB Break [PYR1],11:51,-134.43,False,0.75,PHOENIXLTD,1,,,,-101.9900000000066,0,0
HAVELLS__PYR2,SELL,1275.0038,1274.8,1263.5,10,0.75,CLOSED,ORB Break SELL [PYR2],11:58,115.04,False,0.75,HAVELLS,2,,,,-101.9900000000066,0,0
PHOENIXLTD__PYR2,BUY,1791.686,1778.2,1807.7,10,0.0,CLOSED,ORB Break [PYR2],12:01,-134.86,False,0.75,PHOENIXLTD,2,,,,-101.9900000000066,0,0
GLENMARK__PYR2,BUY,2249.416,2232.5,2269.5,10,0.0,CLOSED,ORB Break [PYR2],12:32,66.84,False,0.75,GLENMARK,2,,,,-101.9900000000066,0,0
NESTLEIND__PYR1,BUY,1252.9476,1243.6,1267.9,10,0.0,CLOSED,ORB Break [PYR1],12:54,35.52,False,0.75,NESTLEIND,1,,,,-101.9900000000066,0,0
SUPREMEIND,SELL,3818.5,3847.1,3761.2,10,0.0,CLOSED,ORB Break SELL,13:21,-85.0,False,0.75,,,,,,-101.9900000000066,0,0
BAJAJFINSV,SELL,1814.7,1828.3,1787.5,10,0.0,CLOSED,ORB Break SELL,13:23,-108.0,False,0.75,,,,,,-101.9900000000066,0,0
TORNTPHARM,SELL,4172.5,4203.8,4109.9,10,0.0,CLOSED,ORB Break SELL,13:33,126.0,False,0.75,,,,,,-101.9900000000066,0,0
SBICARD,SELL,683.6,688.75,673.35,10,0.0,CLOSED,ORB Break SELL,13:55,1.0,False,0.75,,,,,,-101.9900000000066,0,0
PATANJALI,SELL,463.1,466.55,456.15,10,0.0,CLOSED,ORB Break SELL,14:11,-16.5,False,0.75,,,,,,-101.9900000000066,0,0
