symbol,side,entry,sl,target,qty,trail_level,status,strategy,entry_time,net_pnl,tsl_only,tsl_step,pyramid_base,pyramid_leg,live_sl_oid,live_tgt_oid,sl_floor,daily_pnl_snapshot,profit_lock_armed,gross_win_target_hit
AUBANK,BUY,985.55,978.15,1000.35,10,0.0,CLOSED,ORB Break,11:06,-74.0,False,0.75,,,,,,2348.8359999999993,1,1
CAMS,BUY,714.2,708.85,724.9,10,0.0,CLOSED,ORB Break,11:06,8.5,False,0.75,,,,,,2348.8359999999993,1,1
PIDILITIND,SELL,1343.0,1350.6,1322.9,10,0.75,CLOSED,ORB Break SELL,11:06,-76.0,False,0.75,,,,,1350.6,2348.8359999999993,1,1
INDIGO,BUY,4534.5,4526.9,4602.5,10,0.75,CLOSED,ORB Break,11:11,-76.0,False,0.75,,,,,4526.9,2348.8359999999993,1,1
PREMIERENE__PYR1,BUY,971.255,971.65,982.9,10,0.75,CLOSED,ORB Break [PYR1],11:14,3.95,False,0.75,PREMIERENE,1,,,,2348.8359999999993,1,1
ADANIPORTS,BUY,1463.9,1456.3,1485.9,10,0.75,CLOSED,ORB Break,11:21,115.0,False,0.75,,,,,1456.3,2348.8359999999993,1,1
ABB,BUY,6720.0,6772.0,6821.0,10,1.5,CLOSED,ORB Break,11:27,1010.0,False,0.75,,,,,,2348.8359999999993,1,1
ADANIPORTS__PYR1,BUY,1468.2917,1460.7,1485.9,10,0.75,CLOSED,ORB Break [PYR1],11:27,71.08,False,0.75,ADANIPORTS,1,,,1460.7,2348.8359999999993,1,1
PIDILITIND__PYR1,SELL,1338.971,1346.6,1322.9,10,0.75,CLOSED,ORB Break SELL [PYR1],11:29,-76.29,False,0.75,PIDILITIND,1,,,1346.6,2348.8359999999993,1,1
ABB__PYR1,BUY,6740.16,6740.0,6821.0,10,0.75,CLOSED,ORB Break [PYR1],11:34,808.4,False,0.75,ABB,1,,,,2348.8359999999993,1,1
PREMIERENE__PYR2,BUY,974.1601,966.85,982.9,10,0.0,CLOSED,ORB Break [PYR2],11:36,10.4,False,0.75,PREMIERENE,2,,,,2348.8359999999993,1,1
TITAN__PYR2,BUY,4486.76,4469.7,4526.9,10,0.75,CLOSED,ORB Break [PYR2],11:39,-170.6,False,0.75,TITAN,2,,,4469.7,2348.8359999999993,1,1
ABB__PYR2,BUY,6760.32,6761.5,6821.0,10,0.75,CLOSED,ORB Break [PYR2],11:40,606.8,False,0.75,ABB,2,,,,2348.8359999999993,1,1
ADANIPORTS__PYR2,BUY,1472.6834,1465.1,1485.9,10,0.75,CLOSED,ORB Break [PYR2],11:44,-75.83,False,0.75,ADANIPORTS,2,,,1465.1,2348.8359999999993,1,1
SIEMENS,BUY,3292.7,3317.8,3342.1,10,1.5,CLOSED,ORB Break,11:51,494.0,False,0.75,,,,,,2348.8359999999993,1,1
SIEMENS__PYR1,BUY,3302.5781,3302.8,3342.1,10,0.75,CLOSED,ORB Break [PYR1],11:52,395.22,False,0.75,SIEMENS,1,,,,2348.8359999999993,1,1
SIEMENS__PYR2,BUY,3312.4562,3312.5,3342.1,10,0.75,CLOSED,ORB Break [PYR2],11:53,296.44,False,0.75,SIEMENS,2,,,,2348.8359999999993,1,1
ICICIPRULI,SELL,544.3,548.4,536.15,10,0.0,CLOSED,ORB Break SELL,11:56,-41.0,False,0.75,,,,,,2348.8359999999993,1,1
CAMS__PYR1,BUY,716.3426,710.95,724.9,10,0.0,CLOSED,ORB Break [PYR1],12:08,-12.93,False,0.75,CAMS,1,,,,2348.8359999999993,1,1
INDIGO__PYR1,BUY,4548.1035,4514.0,4602.5,10,0.0,CLOSED,ORB Break [PYR1],12:22,-212.04,False,0.75,INDIGO,1,,,,2348.8359999999993,1,1
CAMS__PYR2,BUY,718.4852,713.1,724.9,10,0.0,CLOSED,ORB Break [PYR2],12:25,-53.85,False,0.75,CAMS,2,,,,2348.8359999999993,1,1
