Time,Symbol,Side,Entry,Exit,Qty,PnL,Reason
2026-04-09 09:52:25.255353,PERSISTENT__PYR1,SELL,5273.5,5313.1,10,-396.0,SL HIT
2026-04-09 10:10:11.206944,LODHA__PYR1,SELL,764.5082,770.25,10,-57.42,SL HIT
2026-04-09 10:14:49.246843,INDHOTEL__PYR2,SELL,620.6805,625.35,10,-46.69,SL HIT
2026-04-09 10:17:54.731345,PNBHOUSING__PYR1,SELL,854.7547,861.15,10,-63.95,SL HIT
2026-04-09 10:34:21.748029,INDHOTEL__PYR1,SELL,623.8152,628.5,10,-46.85,SL HIT
2026-04-09 10:35:57.976243,INDUSTOWER__PYR2,SELL,432.9765,436.2,10,-32.24,SL HIT
2026-04-09 10:36:51.982981,INDIANB__PYR2,BUY,971.796,964.5,10,-72.96,SL HIT
2026-04-09 10:49:02.978066,PIIND__PYR2,SELL,2814.57,2835.7,10,-211.3,SL HIT
2026-04-09 10:56:36.374520,INDIANB__PYR1,BUY,968.898,961.65,10,-72.48,SL HIT
