symbol,side,entry,sl,target,qty,trail_level,status,strategy,entry_time,net_pnl,tsl_only,tsl_step,pyramid_base,pyramid_leg,live_sl_oid,live_tgt_oid,sl_floor,daily_pnl_snapshot,profit_lock_armed,gross_win_target_hit
COFORGE__PYR2,SELL,1242.252,1251.6,,10,0,CLOSED,Open=High Breakdown SELL [PYR2],09:57,-18.48,True,1.5,COFORGE,2,,,,-2307.08,0,0
INDUSTOWER__PYR2,SELL,432.9765,436.2,,10,0,CLOSED,Open=High Breakdown SELL [PYR2],10:00,-32.24,True,1.5,INDUSTOWER,2,,,,-2307.08,0,0
TATATECH,SELL,553.95,563.05,,10,0,CLOSED,Open=High Breakdown SELL,10:00,-63.5,True,1.5,,,,,,-2307.08,0,0
PIIND__PYR2,SELL,2814.57,2835.7,,10,0,CLOSED,Open=High Breakdown SELL [PYR2],10:15,-211.3,True,1.5,PIIND,2,,,,-2307.08,0,0
INDIANB,BUY,966.0,958.75,980.5,10,0,CLOSED,ORB Break,10:18,-33.0,False,0.75,,,,,,-2307.08,0,0
ADANIGREEN,BUY,1038.5,1030.7,1054.1,10,0,CLOSED,ORB Break,10:20,-40.0,False,0.75,,,,,,-2307.08,0,0
LUPIN,SELL,2278.3,2295.4,2244.1,10,0,CLOSED,ORB Break SELL,10:26,-16.0,False,0.75,,,,,,-2307.08,0,0
JSWENERGY,SELL,496.2,499.9,488.75,10,0,CLOSED,ORB Break SELL,10:26,-6.0,False,0.75,,,,,,-2307.08,0,0
INDIANB__PYR1,BUY,968.898,961.65,980.5,10,0,CLOSED,ORB Break [PYR1],10:34,-72.48,False,0.75,INDIANB,1,,,,-2307.08,0,0
INDIANB__PYR2,BUY,971.796,964.5,980.5,10,0,CLOSED,ORB Break [PYR2],10:35,-72.96,False,0.75,INDIANB,2,,,,-2307.08,0,0
KFINTECH,SELL,906.35,913.15,892.75,10,0,CLOSED,ORB Break SELL,10:40,-40.5,False,0.75,,,,,,-2307.08,0,0
RELIANCE,SELL,1333.7,1343.7,1313.7,10,0,CLOSED,ORB Break SELL,10:42,-22.0,False,0.75,,,,,,-2307.08,0,0
LT__PYR1,SELL,3919.305,3948.7,,10,0,CLOSED,Open=High Breakdown SELL [PYR1],10:48,3.05,True,1.5,LT,1,,,,-2307.08,0,0
