Time,Symbol,Side,Entry,Exit,Qty,PnL,Reason
2026-03-24 10:48:59.952762,PAYTM,SELL,1006.7,1014.7000000000002,10,-80.0,SL HIT
2026-03-24 11:08:25.277722,KAYNES,SELL,3440.2,3438.8,10,14.0,SL HIT
2026-03-24 11:08:25.287921,KAYNES__PYR1,SELL,3429.8794,3438.8,10,-89.21,SL HIT (cascade)
2026-03-24 11:10:41.864799,CGPOWER,SELL,665.0,664.95,10,0.5,SL HIT
2026-03-24 11:10:41.865798,CGPOWER__PYR1,SELL,663.005,664.95,10,-19.45,SL HIT (cascade)
2026-03-24 11:10:41.867130,CGPOWER__PYR2,SELL,661.01,664.95,10,-39.4,SL HIT (cascade)
2026-03-24 11:30:13.145341,FORTIS,SELL,800.0,806.05,10,-60.5,SL HIT
2026-03-24 11:34:26.052702,MFSL,SELL,1561.1,1560.9,10,2.0,SL HIT
2026-03-24 11:34:26.053711,MFSL__PYR1,SELL,1556.4167,1560.9,10,-44.83,SL HIT (cascade)
2026-03-24 11:34:26.054709,MFSL__PYR2,SELL,1551.7334,1560.9,10,-91.67,SL HIT (cascade)
2026-03-24 11:39:49.703542,ADANIGREEN,SELL,812.5,816.4,10,-39.0,SL HIT
2026-03-24 11:39:49.703542,ADANIGREEN__PYR1,SELL,810.0625,816.4,10,-63.37,SL HIT (cascade)
2026-03-24 11:39:49.704542,ADANIGREEN__PYR2,SELL,807.625,816.4,10,-87.75,SL HIT (cascade)
2026-03-24 11:40:51.910459,HINDZINC,SELL,487.15,490.85,10,-37.0,SL HIT
2026-03-24 11:46:06.974167,PRESTIGE,SELL,1192.8,1201.71,10,-89.1,SL HIT
2026-03-24 11:46:34.084380,MAZDOCK,SELL,2225.0,2241.7,10,-167.0,SL HIT
2026-03-24 11:46:34.085590,MAZDOCK__PYR1,SELL,2218.325,2241.7,10,-233.75,SL HIT (cascade)
2026-03-24 11:46:49.423168,360ONE,SELL,985.8,993.2,10,-74.0,SL HIT
2026-03-24 11:47:01.259359,KEI,SELL,4041.0,4040.0,10,10.0,SL HIT
2026-03-24 11:48:14.446014,DLF,SELL,518.1,522.05,10,-39.5,SL HIT
2026-03-24 11:48:14.447012,DLF__PYR1,SELL,516.5457,522.05,10,-55.04,SL HIT (cascade)
2026-03-24 11:50:09.540185,SUPREMEIND,SELL,3691.0,3721.16,10,-301.6,SL HIT
2026-03-24 11:51:44.387268,HDFCAMC,SELL,2290.8,2309.1,10,-183.0,SL HIT
2026-03-24 11:52:22.919546,CONCOR,SELL,426.2,429.45,10,-32.5,SL HIT
2026-03-24 11:52:22.919546,CONCOR__PYR1,SELL,424.9214,429.45,10,-45.29,SL HIT (cascade)
2026-03-24 11:56:06.264655,VEDL,SELL,648.55,648.5,10,0.5,SL HIT
2026-03-24 12:18:36.975397,LICI,SELL,746.8,752.0,10,-52.0,SL HIT
2026-03-24 12:18:36.975397,LICI__PYR1,SELL,744.5596,752.0,10,-74.4,SL HIT (cascade)
2026-03-24 12:22:40.464556,AUBANK,SELL,860.0,866.45,10,-64.5,SL HIT
2026-03-24 12:22:50.047476,ASTRAL,SELL,1569.0,1582.45,10,-134.5,SL HIT
2026-03-24 12:22:50.048478,ASTRAL__PYR1,SELL,1564.293,1582.45,10,-181.57,SL HIT (cascade)
2026-03-24 12:22:56.033184,BDL,SELL,1165.0,1173.7,10,-87.0,SL HIT
2026-03-24 12:22:56.033184,BDL__PYR1,SELL,1161.505,1173.7,10,-121.95,SL HIT (cascade)
2026-03-24 12:24:37.158696,COLPAL,SELL,1856.3,1871.45,10,-151.5,SL HIT
2026-03-24 12:24:37.158696,COLPAL__PYR1,SELL,1850.7311,1871.45,10,-207.19,SL HIT (cascade)
2026-03-24 12:25:17.928129,HAL,SELL,3643.0,3672.0,10,-290.0,SL HIT
2026-03-24 12:25:17.929130,HAL__PYR1,SELL,3632.071,3672.0,10,-399.29,SL HIT (cascade)
2026-03-24 12:25:18.026428,TRENT__PYR4,SELL,3344.4788,3369.7600000000007,10,-252.81,SL HIT (leg)
2026-03-24 12:25:59.582314,M&M,SELL,2985.5,3008.4,10,-229.0,SL HIT
2026-03-24 12:26:48.814115,ICICIBANK__PYR1,SELL,1224.6151,1233.9,10,-92.85,SL HIT (leg)
2026-03-24 12:27:02.675994,ADANIENT,SELL,1850.0,1863.9,10,-139.0,SL HIT
2026-03-24 12:27:02.677482,ADANIENT__PYR1,SELL,1844.45,1863.9,10,-194.5,SL HIT (cascade)
2026-03-24 12:27:02.678820,ADANIENT__PYR2,SELL,1838.9,1863.9,10,-250.0,SL HIT (cascade)
2026-03-24 12:27:08.728204,BEL,SELL,411.2,414.3,10,-31.0,SL HIT
2026-03-24 12:27:08.729284,BEL__PYR1,SELL,409.9664,414.3,10,-43.34,SL HIT (cascade)
2026-03-24 12:27:42.416190,SBIN__PYR3,SELL,1024.1985,1031.9,10,-77.02,SL HIT (leg)
2026-03-24 12:28:03.703962,SBIN,SELL,1033.5,1032.8,10,7.0,SL HIT
2026-03-24 12:28:03.704961,SBIN__PYR1,SELL,1030.3995,1032.8,10,-24.0,SL HIT (cascade)
2026-03-24 12:28:03.706961,SBIN__PYR2,SELL,1027.299,1032.8,10,-55.01,SL HIT (cascade)
2026-03-24 12:48:18.274891,ICICIBANK,SELL,1228.3,1237.5,10,-92.0,SL HIT
2026-03-24 12:48:59.757145,SBILIFE,SELL,1825.4,1839.3,10,-139.0,SL HIT
