Time,Symbol,Side,Entry,Exit,Qty,PnL,Reason
2026-04-23 09:39:52.872454,WAAREEENER,SELL,3396.0,3433.3,10,-373.0,SL HIT
2026-04-23 11:03:14.743824,AXISBANK,BUY,1383.0,1372.6,10,-104.0,SL HIT
2026-04-23 11:11:32.294851,POLICYBZR,BUY,1647.7,1672.4,10,247.0,TARGET HIT
2026-04-23 11:11:32.294851,POLICYBZR__PYR1,BUY,1652.6431,1672.4,10,197.57,TARGET HIT
2026-04-23 11:11:32.294851,POLICYBZR__PYR2,BUY,1657.5862,1672.4,10,148.14,TARGET HIT
2026-04-23 11:14:38.206108,ADANIGREEN__PYR2,BUY,1212.23,1212.75,10,5.2,SL HIT
2026-04-23 11:21:31.211471,ADANIENT,BUY,2259.9,2293.8,10,339.0,TARGET HIT
2026-04-23 11:21:31.212556,ADANIENT__PYR1,BUY,2266.6797,2293.8,10,271.2,TARGET HIT
2026-04-23 11:21:31.213587,ADANIENT__PYR2,BUY,2273.4594,2293.8,10,203.41,TARGET HIT
2026-04-23 11:41:11.504556,TITAN__PYR1,BUY,4452.7182,4446.2,10,-65.18,SL HIT
2026-04-23 11:41:11.507658,INDUSTOWER__PYR1,SELL,401.791,402.7,10,-9.09,SL HIT
2026-04-23 11:41:11.511813,BAJFINANCE__PYR1,SELL,911.6688,912.05,10,-3.81,SL HIT
2026-04-23 11:41:11.514612,HDFCBANK__PYR1,SELL,787.63,787.65,10,-0.2,SL HIT
2026-04-23 11:41:12.222673,AUBANK,BUY,1051.55,1050.9,10,-6.5,SL HIT
2026-04-23 11:41:13.539514,ICICIPRULI,SELL,530.3,532.15,10,-18.5,SL HIT
2026-04-23 11:41:13.544523,TCS,BUY,2556.0,2554.8,10,-12.0,SL HIT
2026-04-23 11:41:15.893433,HINDALCO,BUY,1040.9,1038.4,10,-25.0,SL HIT
2026-04-23 11:41:19.970796,BHARTIARTL,BUY,1835.7,1834.8,10,-9.0,SL HIT
2026-04-23 11:41:31.536479,FORTIS,BUY,925.0,922.95,10,-20.5,SL HIT
2026-04-23 11:44:59.756566,TITAN,BUY,4439.4,4439.4,10,0.0,SL HIT
2026-04-23 11:47:41.717176,ADANIGREEN,BUY,1205.0,1223.05,10,180.5,TARGET HIT
2026-04-23 11:47:41.717176,ADANIGREEN__PYR1,BUY,1208.615,1223.05,10,144.35,TARGET HIT
2026-04-23 11:55:18.760507,ADANIPORTS,BUY,1583.9,1607.7,10,238.0,TARGET HIT
2026-04-23 11:55:18.762029,ADANIPORTS__PYR1,BUY,1588.6517,1607.7,10,190.48,TARGET HIT
2026-04-23 11:55:18.762497,ADANIPORTS__PYR2,BUY,1593.4034,1607.7,10,142.97,TARGET HIT
2026-04-23 11:58:00.023233,INDUSTOWER,SELL,403.0,403.0,10,0.0,SL HIT
2026-04-23 12:03:31.298870,ASTRAL__PYR1,SELL,1568.281,1568.3,10,-0.19,SL HIT
2026-04-23 12:11:11.225780,SUPREMEIND__PYR1,SELL,3658.99,3659.0,10,-0.1,SL HIT
2026-04-23 12:22:59.059262,ASTRAL,SELL,1573.0,1573.0,10,0.0,SL HIT
2026-04-23 12:22:59.060261,ASTRAL__PYR2,SELL,1563.562,1573.0,10,-94.38,SL HIT
2026-04-23 12:23:03.009695,SUPREMEIND,SELL,3670.0,3670.0,10,0.0,SL HIT
2026-04-23 12:28:36.495756,HEROMOTOCO,SELL,5102.0,5025.5,10,765.0,TARGET HIT
2026-04-23 12:28:36.495756,HEROMOTOCO__PYR1,SELL,5086.694,5025.5,10,611.94,TARGET HIT
2026-04-23 12:28:36.495756,HEROMOTOCO__PYR2,SELL,5071.388,5025.5,10,458.88,TARGET HIT
2026-04-23 12:29:04.545025,BAJFINANCE,SELL,916.25,916.25,10,0.0,SL HIT
