Time,Symbol,Side,Entry,Exit,Qty,PnL,Reason
2026-03-06 12:45:59.178367,MAZDOCK,BUY,2512.6,2493.8,10,-207.99999999999727,SL HIT (offline)
2026-03-06 12:45:59.179815,UNITDSPR,SELL,1318.2,1328.1,10,-118.99999999999864,SL HIT (offline)
2026-03-06 14:52:55.291492,INDIANB,BUY,949.75,942.65,10,-91.00000000000023,SL HIT (offline)
2026-03-06 14:52:55.300679,KEI,BUY,4991.5,4954.0,10,-395.0,SL HIT (offline)
2026-03-06 14:52:55.301678,TITAN,BUY,4292.4,4260.2,10,-341.9999999999982,SL HIT (offline)
2026-03-06 14:52:55.303166,APLAPOLLO,BUY,2186.5,2170.1,10,-184.0000000000009,SL HIT (offline)
2026-03-06 14:52:55.304353,DMART,SELL,3832.1,3860.8,10,-307.00000000000273,SL HIT (offline)
2026-03-06 14:52:55.304353,PGEL,BUY,616.4,611.8,10,-66.00000000000023,SL HIT (offline)
